Itaconate $mg/L$,FKP391_R1,FKP391_R2,FKP391_R3,FKP391_R4,FKP391_R5,F174_R1,F174_R2,F174_R3,F174_R4,F174_R5,F362_R1,F362_R2,F362_R3,F362_R4,F362_R5
ITACONATE,4370.0,2290.0,4160.0,3870.0,5460.0,18200.0,29600.0,83500.0,35300.0,19400.0,28700.0,31600.0,19300.0,32500.0,16700.0
